AccountNo,Year,Make,Model,VIN,Odometer,SaleDate,TypeDeal,APR,CurrentBalance,AmtToFinance,FirstPayDueDate,PaymentAmount,LastPayAmount,Down,NextPaymentDate,LastPaymentDate,NumberOfPayments,PaymentTerms,PaymentPeriod,NumberTradins,OpenBalance,TotalSalePrice,TotalOfPayments,TradeIn,TradeACV,TradePayoff,FinanceCharge,PrinCollected,IntCollected,SaleNo,Address,City,State,Zip
15328,2011,Kia,Soul,KNDJT2A2XB7216472,122689,1/23/2019,BS,29.8,5382.74,9277.25,2/6/2019,203.21,0,1000,6/26/2019,7/20/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,9277.25,14208.65,13208.65,0,0,0,3931.4,844.51,1269.96,3054,906 HUNTERS CLUB LN,Norcross,GA,30093-
15329,2011,Volkswagen,Jetta,3VWDX7AJ8BM346971,129902,1/15/2019,BS,29.8,6605.44,9946.88,1/29/2019,217.88,0,860,6/7/2019,6/18/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,10386.88,15462.2,14602.2,0,0,0,4215.32,869.44,1188.18,3028,4325 SCOTT CIR,Atlanta,GA,30344-
15332,2009,Honda,Civic,2HGFG12619H517251,134180,2/6/2019,BS,29.8,6087.67,8726.62,2/22/2019,182.27,0,1000,5/17/2019,5/31/2019,70,70 BI-WEEKLY,BI-WEEKLY,0,8726.62,13758.9,12758.9,0,0,0,4032.28,388.95,525.13,3089,6850 MABLETON PKWY,Mableton,GA,30126-
15334,2012,Nissan,Altima,1N4AL2AP9CC194653,154753,1/22/2019,BS,29.8,5679.57,8875,2/7/2019,182.01,0,1400,10/17/2019,10/18/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,8875,14504.72,13104.72,0,0,0,4229.72,1545.43,1760.72,3051,440 KING ARTHUR CT,Jonesboro,GA,30236-
15336,2012,Chevrolet,Impala,2G1WG5E37C1224521,131750,7/20/2019,BS,29.8,6842.11,9274.1,8/3/2019,203.14,0,1000,8/17/2019,9/5/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,9274.1,14204.1,13204.1,0,0,0,3930,81.99,204.29,3473,7972 NOLAN TRL,Snellville,GA,30039-
15337,2010,Chevrolet,Impala,2G1WB5EK8A1248393,169001,7/6/2019,BS,29.8,4277.13,7116.5,7/20/2019,155.88,0,1100,7/18/2020,8/1/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,7116.5,11232.2,10132.2,0,0,0,3015.7,2039.37,1955.63,3460,109 SUMMERCHASE DR,Duluth,GA,30096-
15342,2015,Toyota,Corolla,2T1BURHE1FC465595,95314,1/3/2019,BS,29.8,7077,13583.12,1/24/2019,265.88,0,1300,5/16/2019,5/8/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,14183.12,22638.64,21338.64,0,0,0,7155.52,256.12,794.74,3012,23 MAYPOP LANE,Decatur,GA,30035-
15343,2012,Nissan,Maxima,1N4AA5AP7CC851943,137504,5/1/2019,BS,29.8,8017.04,11697.62,5/25/2019,241.46,0,1700,10/26/2019,11/9/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,11697.62,19085.12,17385.12,0,0,0,5687.5,930.58,1645.48,3338,742 SCALES RD,Suwanee,GA,30024-
15347,2007,Ford,Expedition EL,1FMFK19517LA09285,133791,3/4/2019,OK,22.99,0,10848,4/4/2019,335.16,0,1600,4/4/2019,4/2/2019,51,51 MONTHLY,MONTHLY,0,7752.19,19393.16,17793.16,0,0,0,6245.16,0,0,3194,7477 UNION GROVE ROAD,Lithonia,GA,30058-
15348,2013,Kia,Optima,5XXGN4A73DG140132,147149,5/29/2019,BS,29.8,10706.13,11555,6/14/2019,236.97,0,1400,11/15/2019,11/25/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,11555,18461.84,17061.84,0,0,0,5506.84,1298.87,1623.38,3409,845 ROCK SHOALS COURT,Atlanta,GA,30349-
15349,2011,Nissan,Altima,1N4AL2AP6BN496436,142926,3/1/2019,BS,29.8,6807.72,9245.75,3/18/2019,195.32,0,1000,7/18/2019,8/3/2019,72,72 SEMI-MONTHLY,SEMI-MONTHLY,0,9245.75,15063.04,14063.04,0,0,0,4817.29,488.03,1015.57,3178,3977 BROOKSTONE RD,Ellenwood,GA,30294-
15352,2012,Kia,Optima,5XXGM4A73CG014645,129440,1/23/2019,BS,29.8,0,10129,2/7/2019,207.55,0,2200,,11/15/2021,72,72 BI-WEEKLY,BI-WEEKLY,0,10129,17143.6,14943.6,0,0,0,4814.6,9509.7,5215.3,3055,2567 WHITES MILL ROAD,Decatur,GA,30034
15353,2011,Nissan,Murano,JN8AZ1MU2BW058788,172170,3/28/2019,BS,29.8,421.19,10253.74,4/13/2019,218.29,0,1400,1/16/2021,1/6/2021,68,68 BI-WEEKLY,BI-WEEKLY,1,10653.74,16643.72,15243.72,6241.93,3000,6241.93,4589.98,5832.55,4010.61,3275,1520 INDIAN FOREST TR,Stone Mountain,GA,30083-
15356,2008,Lexus,ES 350,JTHBJ46G382202248,146210,6/13/2019,O,24.99,0,7177.21,7/13/2019,324.11,0,1496.64,7/13/2019,6/19/2019,30,30 MONTHLY,MONTHLY,0,7680.57,11723.3,9723.3,0,0,0,2546.09,0,0,3429,4432 WOODBANK LN,Decatur,GA,30034-
15359,2010,Nissan,Armada,5N1AA0ND0AN617783,158389,2/6/2019,BS,29.8,7868.65,11207.75,2/20/2019,233.71,0,1000,8/7/2019,8/23/2019,70,70 BI-WEEKLY,BI-WEEKLY,0,11907.75,18059.7,17059.7,0,0,0,5151.95,989.1,1754.98,3091,5447 BRANDON CT,Stone Mountain,GA,30088
15360,2009,Toyota,Camry,4T1BE46KX9U346696,145466,2/16/2019,BS,29.8,7258.16,10754.75,2/21/2019,207.77,0,1000,7/25/2019,8/5/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10754.75,17206.06,16206.06,0,0,0,5451.31,846.59,1418.88,3125,3992 YELLO HAMMER CT,Ellenwood,GA,30294-
15365,2010,Nissan,Altima,1N4AL2AP4AN512146,117442,3/2/2019,BS,29.8,7785.7,10521,3/16/2019,204.77,0,1200,6/8/2019,6/22/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10521,17172.06,15972.06,0,0,0,5451.06,185.3,834.7,3184,195 FAIRBURN RD NW APT E18,Atlanta,GA,30331-
15366,2014,Chevrolet,Malibu,1G11H5SL0EF159311,123664,3/23/2019,BS,29.8,7201.12,13127,4/6/2019,255.49,0,1400,9/21/2019,10/4/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,13127,21328.22,19928.22,0,0,0,6801.22,1175.88,2017.83,3270,2693 MEMORIAL DRIVE SE,Atlanta,GA,30317-
15367,2010,GMC,Yukon,1GKUCCE03AR256816,184317,2/23/2019,BS,29.8,0,14663.12,3/9/2019,285.38,0,2500,,3/5/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,15163.12,25259.64,22759.64,0,0,0,7596.52,13093.59,6727.44,3141,1511 MINE RUN,Hampton,GA,30228-
15368,2008,Chevrolet,Tahoe,1GNFC13C08R122255,156632,2/8/2019,BS,29.8,0,13372.88,3/12/2019,286.49,0,2000,,6/12/2021,72,72 SEMI-MONTHLY,SEMI-MONTHLY,0,13372.88,22627.28,20627.28,0,0,0,7254.4,8956.15,6814.2,3097,1965 ROLLINGWOOD DR SE,Atlanta,GA,30316-
15370,2012,Nissan,Altima,1N4AL2AP6CC167748,113240,2/15/2019,BS,29.8,0,11275,3/1/2019,235.11,0,1000,,5/10/2019,70,70 BI-WEEKLY,BI-WEEKLY,0,11775,17957.7,16957.7,0,0,0,5182.7,661.06,754.49,3117,5652 MARBUT RD,Lithonia,GA,30058
15371,2011,Nissan,Altima,1N4AL2AP4BN471728,140103,1/21/2019,BS,29.8,0,9745.75,2/1/2019,218.65,0,1500,,2/18/2021,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,9745.75,15712.25,14212.25,0,0,0,4466.5,7584.7,4067.67,3045,220 ST. SIMONS COVE,Lawrenceville,GA,30044-
15372,2007,Lexus,ES 350,JTHBJ46G172122008,0,7/13/2019,BS,29.8,0,11516.62,7/27/2019,224.14,0,1300,,12/22/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11516.62,18782.92,17482.92,0,0,0,5966.3,3848.89,4218.87,3463,294 DERBY DRIVE,Riverdale,GA,30274-
15374,2012,Mitsubishi,Outlander Sport,JA4AP3AU7CZ005855,101380,2/28/2019,BS,29.8,6444.85,11012.12,3/16/2019,214.68,0,1300,1/4/2020,1/2/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11012.12,18045.04,16745.04,0,0,0,5732.92,1917.27,2542.44,3174,1116 SUMMER RIDGE LN,Lawrenceville,GA,30044-
15375,2014,Nissan,Sentra,3N1AB7AP5EL692336,83168,3/2/2019,BS,29.8,5978.99,11447,3/16/2019,222.79,0,1400,4/11/2020,4/15/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11447,18777.62,17377.62,0,0,0,5930.62,2933.01,3382.23,3191,1389 CUSTER AVE SE,Atlanta,GA,30316
15376,2014,Chevrolet,Suburban,1GNSCJE09ER199560,188910,3/2/2019,O,22.99,0,17341.25,4/1/2019,555.72,0,3500,4/1/2019,3/11/2019,48,48 MONTHLY,MONTHLY,0,17341.25,30174.56,26674.56,0,0,0,9333.31,0,0,3189,1749 MAYBELL TRAIL,Lawrenceville,GA,30044-
15377,2014,Volkswagen,Passat,1VWBT7A39EC041862,108153,2/28/2019,BP,29.8,5483.08,11941.5,3/9/2019,231.46,0,1500,11/30/2019,12/16/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,18053.88,19553.88,18053.88,0,0,0,6112.38,1731.11,2531.74,3169,2633 EVANS MILL RD,Lithonia,GA,30058-
15378,2011,INFINITI,G25,JN1DV6AP1BM831586,92577,2/26/2019,BS,29.8,7176.12,12893.12,3/16/2019,272.6,0,2500,8/1/2019,7/30/2019,72,72 SEMI-MONTHLY,SEMI-MONTHLY,0,12893.12,22127.2,19627.2,0,0,0,6734.08,867,1588.46,3158,918 CRESTE LANE,Decatur,GA,30035-
15379,2013,Toyota,Camry,4T1BF1FKXDU660109,109508,3/7/2019,BS,29.8,5458.28,12128,3/21/2019,236.04,0,1800,9/5/2019,9/5/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12128,20211.12,18411.12,0,0,0,6283.12,1119.72,1712.76,3215,2300 COUNTRY WALK,Snellville,GA,30039-
15380,2014,Kia,Forte,KNAFK4A60E5120757,74380,3/14/2019,BS,29.8,0,11342.5,3/29/2019,220.94,0,2000,,9/11/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11342.5,19233.32,17233.32,0,0,0,5890.82,4412.02,4204.64,3244,868 AMBER PLACE NW,Atlanta,GA,30331-
15381,2012,Toyota,Camry,4T1BF1FK8CU561321,139292,3/5/2019,BS,29.8,415.48,11884.12,3/21/2019,231.68,0,2000,3/3/2022,3/12/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,11884.12,20071.04,18071.04,0,0,0,6186.92,11468.64,6367.82,3200,5400 MEMORIAL DRIVE  #15B,Stone Mountain,GA,30083
15382,2012,Nissan,Murano,JN8AZ1MU3CW102184,133760,2/8/2019,O,0,0,7927,3/8/2019,7927,0,0,3/8/2019,,1,1 MONTHLY,MONTHLY,1,0,7927,7927,6900,3750,6900,0,0,0,3102,3038 SAVANNAH WALK LN,Suwanee,GA,30024-
15383,2013,Kia,Forte,KNAFU4A28D5725910,19366,3/7/2019,O,24.99,0,9826.39,4/7/2019,370.45,0,3200,4/7/2019,4/17/2019,39,39 MONTHLY,MONTHLY,0,9826.39,17647.55,14447.55,0,0,0,4621.16,0,0,3213,4900 CENTRAL DRIVE APT 118,Stone Mountain,GA,30083-
15384,2004,Cadillac,Escalade,3GYFK66N84G175828,0,4/10/2019,BS,29.8,0,10861.5,4/25/2019,238.11,0,900,,9/13/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,10861.5,16377.15,15477.15,0,0,0,4615.65,10550.15,4450.78,3308,470 W PIKE ST,Lawrenceville,GA,30046-
15386,2007,LEXUS,RX 350,2T2GK31U27C019138,133495,5/8/2019,BS,29.8,0,800,6/15/2019,281.64,0,7000,,7/16/2019,3,3 MONTHLY,MONTHLY,0,1800,8844.92,1844.92,0,0,0,44.92,459.64,40.36,3348,3725 PRESTON POINTE WAY,Cumming,GA,30041-
15387,2012,Nissan,Maxima,1N4AA5AP8CC815016,113021,2/4/2019,BS,29.8,0,11997.62,2/18/2019,245.64,0,1900,,9/21/2021,72,72 BI-WEEKLY,BI-WEEKLY,0,11997.62,19586.08,17686.08,0,0,0,5688.46,11266.33,5791.55,3081,471 HUNTERS COVE CT,Lawrenceville,GA,30044-
15388,2014,Ford,Fusion,3FA6P0HD6ER332048,130562,7/20/2019,C,0,0,0,7/20/2019,8300,0,8300,7/20/2019,,1,,MONTHLY,1,0,9150,8300,850,3800,0,0,0,0,3472,4318 COMPTON CIR,Powder Springs,GA,30127-2624
15389,2016,Toyota,Corolla,2T1BURHE5GC573882,157066,3/14/2019,BS,29.8,3921.6,11536,3/29/2019,224.71,0,2000,3/27/2020,3/13/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11536,19527.38,17527.38,0,0,0,5991.38,2764.4,3078.16,3243,309 HEMPHILL SCHOOL RD NW,Atlanta,GA,30331-
15390,2013,Hyundai,Sonata,5NPEB4AC1DH513847,61534,2/9/2019,BS,29.8,0,12384.12,3/1/2019,279.91,0,1500,,12/1/2020,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,12384.12,19694.15,18194.15,0,0,0,5810.03,7166.42,4843.86,3104,1764 NISKEY LAKE RD SW,Atlanta,GA,30331-
15391,2007,Lexus,ES 350,JTHBJ46G872038431,103078,2/27/2019,BS,29.8,6023.28,12316.62,3/13/2019,239.71,0,2000,3/18/2020,3/9/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,12316.62,20697.38,18697.38,0,0,0,6380.76,2843.34,3374.7,3164,1860 FIRST ST,Austell,GA,30106-
15392,2012,Nissan,Altima,1N4AL2AP3CN547778,83010,2/2/2019,BS,29.8,6147.1,10975,2/16/2019,213.6,0,1800,8/9/2019,8/12/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10975,18460.8,16660.8,0,0,0,5685.8,917.9,1646.98,3079,4049 NORTHRIDGE WAY APT 1,Norcross,GA,30093-
15393,2013,Ford,Fusion,3FA6P0G77DR356725,66706,5/28/2019,O,22.99,0,13563.25,6/28/2019,348.81,0,2000,6/28/2019,5/29/2019,72,72 MONTHLY,MONTHLY,0,13563.25,27114.32,25114.32,0,0,0,11551.07,0,0,3408,3706 TULIP DR,Decatur,GA,30032-
15394,2013,Nissan,Altima,1N4AL3AP6DN515785,114556,3/9/2019,BS,29.8,7630.19,11869.5,3/23/2019,210.75,0,1200,8/10/2019,8/13/2019,91,91 BI-WEEKLY,BI-WEEKLY,0,12169.5,20678.25,19478.25,0,0,0,7308.75,589.31,1484.65,3228,717 BURNS RD APT 2223,Carrollton,GA,30117-
15395,2013,Hyundai,Elantra,5NPDH4AEXDH272866,53483,2/15/2019,OK,22.99,0,11754.25,3/15/2019,363.16,0,1900,3/15/2019,2/22/2019,51,51 MONTHLY,MONTHLY,0,12154.25,20821.16,18921.16,0,0,0,6766.91,0,0,3118,1106 CAVALIER CROSSING,Lithonia,GA,30038-
15396,2013,Chrysler,200,1C3CCBBB2DN606699,98709,2/27/2019,BS,29.8,5569.45,10990.09,3/15/2019,225.38,0,1827.66,1/3/2020,12/20/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,10990.09,18055.02,16227.36,0,0,0,5237.27,2270.64,2407.34,3168,180 CARRIAGE CT,Athens,GA,30606-
15397,2010,Ford,Fusion,3FAHP0HA8AR102682,119149,1/30/2019,BS,29.8,7239.4,10726.62,2/15/2019,209.11,0,1000,10/30/2019,10/25/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10726.62,17310.58,16310.58,0,0,0,5583.96,1637.22,2206.54,3069,3897 ROSEBUD PARK DRIVE,Snellville,GA,30039-
15398,2015,Chevrolet,Impala Limited,2G1WA5E32F1130794,109242,3/21/2019,BS,29.8,5971.24,11955,4/5/2019,232.87,0,1200,6/28/2019,7/13/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12255,19663.86,18463.86,0,0,0,6208.86,433.76,1096.95,3266,41 SARATOGA DR,Lawrenceville,GA,30044-
15399,2012,Hyundai,Elantra,KMHDH4AE3CU331417,101244,2/1/2019,BS,29.8,5586.05,12628,2/16/2019,253.69,0,650,5/16/2020,5/5/2020,78,78 SEMI-MONTHLY,SEMI-MONTHLY,1,12628,20437.82,19787.82,5950,3000,5950,7159.82,3441.95,4169.19,3076,16 BEECH RD APY # 35,Marietta,GA,30008-
15400,2013,Nissan,Altima,1N4AL3AP1DC135927,138443,2/27/2019,BS,29.8,0,11869.5,3/1/2019,228.74,0,2000,,5/23/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11869.5,19841.72,17841.72,0,0,0,5972.22,499.03,535.93,3160,5751 RIVERDALE ROAD,Atlanta,GA,30349-
15401,2015,Chrysler,200,1C3CCCAB3FN744603,81490,6/15/2019,BS,29.8,2878.9,12986.5,6/29/2019,243.34,0,1500,10/31/2020,10/29/2020,83,83 BI-WEEKLY,BI-WEEKLY,0,12986.5,21697.22,20197.22,0,0,0,7210.72,3907.6,4609.3,3434,3450 MILLER DR,Atlanta,GA,30341-
15402,2013,Volkswagen,Jetta,3VWDX7AJ2DM361257,109221,2/12/2019,BS,29.8,4164.43,10311,2/27/2019,205.84,0,1000,7/31/2019,8/19/2019,75,75 BI-WEEKLY,BI-WEEKLY,0,10811,16938,15938,0,0,0,5127,796.57,1520.73,3110,1475 SAND BAY DRIVE,Atlanta,GA,30331
15403,2012,Volkswagen,Passat,1VWBP7A3XCC088772,84334,2/24/2019,BS,29.8,-705,11096.38,3/7/2019,226.63,0,2200,4/15/2021,3/19/2021,72,72 BI-WEEKLY,BI-WEEKLY,0,11096.38,18517.36,16317.36,0,0,0,5220.98,7821.38,4870.01,3152,3541 THUNDERWOOD LANE,Snellville,GA,30039-
15404,2007,Honda,Pilot,5FNYF28437B013647,148282,10/25/2019,BS,29.8,0,9942.38,11/8/2019,217.78,0,1300,,6/20/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,9942.38,15455.7,14155.7,0,0,0,4213.32,1932.78,1769.48,3635,817 WILDWOOD GLEN,Stone Mountain,GA,30083
15405,2007,Pontiac,G6,1G2ZG58NX74165139,139208,4/24/2019,BS,29.8,4616.49,7956.88,5/10/2019,174.58,0,1200,8/2/2019,8/19/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,7956.88,12547.7,11347.7,0,0,0,3390.82,390.39,737.51,3329,1039 DIMMOCK ST SW APT A,Atlanta,GA,30310-
15406,2011,Dodge,Avenger,1B3BD4FB7BN609512,113726,2/25/2019,BS,29.8,7802.21,10924.38,3/11/2019,212.62,0,1300,8/5/2019,7/26/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10924.38,17884.36,16584.36,0,0,0,5659.98,872.17,1294.03,3156,917 CRESTE LANE,Decatur,GA,30035-
15407,2012,Toyota,Camry,4T1BF1FK2CU177034,164935,3/2/2019,BS,29.8,5569.35,11284.12,3/16/2019,219.62,0,1600,8/3/2019,8/19/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11284.12,18730.36,17130.36,0,0,0,5846.24,764.77,1520.37,3186,433 HEMING WAY LANE,Roswell,GA,30075-
15408,2011,Dodge,Avenger,1B3BD1FBXBN502386,97180,3/11/2019,BS,29.8,2884.73,11324.38,3/29/2019,221.12,0,1400,1/29/2021,1/15/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,11324.38,18647.36,17247.36,0,0,0,5922.98,5739.65,4874.11,3232,1999 BENTEREEK WAY APTN101,Atlanta,GA,30311-
15409,2015,Chrysler,200,1C3CCCABXFN536797,108311,6/17/2019,BS,29.8,6777.76,12486.5,7/5/2019,243.82,0,1500,9/27/2019,9/14/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12486.5,20517.96,19017.96,0,0,0,6531.46,558.74,904.45,3437,221 MARBLE SPRINGS RD,Lilburn,GA,30047
15410,2013,Dodge,Dart,1C3CDFBA8DD234089,128654,3/8/2019,BS,29.8,6830.79,10307.62,3/22/2019,211.04,0,1500,11/29/2019,12/17/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,10307.62,16694.88,15194.88,0,0,0,4887.26,1426.83,2209.32,3221,1608 CHESTNUTT AVE,Tifton,GA,31794-
15411,2010,Hyundai,Sonata,5NPET4AC1AH587567,107427,2/9/2019,BS,29.8,4350.41,8416.5,2/25/2019,149.69,0,1800,5/20/2020,5/7/2020,91,91 BI-WEEKLY,BI-WEEKLY,0,8416.5,15421.79,13621.79,0,0,0,5205.29,1866.4,2773.99,3103,4719 CENTRAL DR,Stone Mountain,GA,30083-
15412,2007,Lexus,RX 350,2T2HK31U17C021662,123938,3/16/2019,BS,29.8,5451.73,12779.62,3/30/2019,239.47,0,1600,11/23/2019,11/9/2019,83,83 BI-WEEKLY,BI-WEEKLY,0,13279.62,21976.01,20376.01,0,0,0,7096.39,1777.89,2335.11,3250,4657 MIDRIDGE DR,Norcross,GA,30093-
15413,2014,Chrysler,200,1C3CCBAB0EN210967,154861,3/4/2019,BS,29.8,5290.07,9252.62,3/18/2019,189.44,0,1100,11/9/2020,11/25/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,9252.62,14739.68,13639.68,0,0,0,4387.06,4462.55,3674.89,3192,4655 HAIRSTON CROSSING PL,Stone Mountain,GA,30083-
15414,2013,Ford,Fusion,3FA6P0HR2DR317735,85890,6/19/2019,BS,29.8,7848.03,12911.12,7/3/2019,251.28,0,1500,11/20/2019,11/23/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12911.12,21099.84,19599.84,0,0,0,6688.72,913.09,1597.27,3443,1176 WOODINGTON CIRCLE,Lawrenceville,GA,30044-
15415,2013,Honda,Civic,2HGFB2F5XDH503234,110809,3/27/2019,BS,29.8,5041.72,10897.62,4/10/2019,212.1,0,2000,7/31/2019,8/4/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10897.62,18543.8,16543.8,0,0,0,5646.18,505.9,1124,3280,2982 HARLAN DRIVE,EAST POINT,GA,30344
15416,2013,Chrysler,200,1C3CCBBB1DN550061,116685,3/6/2019,BS,29.8,5836.67,9817.75,3/20/2019,191.08,0,1500,10/30/2019,11/22/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,9817.75,16404.24,14904.24,0,0,0,5086.49,1231.08,1917.58,3207,1336 WILLOW TRL SW,Atlanta,GA,30311-
15417,2015,Nissan,Altima,1N4AL3APXFN324180,107915,6/4/2019,BS,29.8,3031.37,13019.12,6/21/2019,244.55,0,1500,2/25/2022,2/17/2022,83,83 BI-WEEKLY,BI-WEEKLY,0,13019.12,21797.65,20297.65,0,0,0,7278.53,9987.75,7137.68,3420,1656 S. OLYMPIAN WAY SW,Atlanta,GA,30310-
15418,2007,Lexus,IS 250,JTHBK262775034150,115266,2/9/2019,BS,29.8,9366.62,13386.62,2/24/2019,257.57,0,1500,2/24/2019,2/9/2019,84,84 SEMI-MONTHLY,SEMI-MONTHLY,0,13816.62,23565.88,22065.88,0,0,0,8249.26,0,0,3105,603 HUNTINGTON CHASE COURT,Warner Robins,GA,31088-
15419,2011,Hyundai,Sonata,5NPEB4AC5BH186236,120665,2/23/2019,BS,29.8,9882.29,10277.25,3/9/2019,200.02,0,2000,9/6/2019,8/7/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10277.25,17601.56,15601.56,0,0,0,5324.31,394.96,1347.1,3147,2540 LANCEWOOD LANE,Lithonia,GA,30058-
15420,2007,Nissan,Altima,1N4AL21E97N475943,162552,4/20/2019,BS,29.8,4223.92,6663.62,5/4/2019,145.96,0,1500,11/30/2019,10/24/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,6663.62,10987.4,9487.4,0,0,0,2823.78,1189.7,966.97,3316,1542 BOGOTA WAY,Jonesboro,GA,30236-
15421,2008,Honda,Civic,1HGFA16548L111985,134556,2/6/2019,BS,29.8,4478.43,8214.25,2/20/2019,168.18,0,1000,9/4/2019,9/12/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,8214.25,13108.96,12108.96,0,0,0,3894.71,1085.82,1366.88,3087,566 SHADOW OAKS DRIVE,Stone Mountain,GA,30087-
15422,2007,Acura,TL,19UUA66217A010326,119084,2/12/2019,BS,29.8,5779.03,10779.5,3/2/2019,210.48,0,1000,1/4/2020,12/21/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11279.5,17917.44,16917.44,0,0,0,5637.94,2050.47,2525.09,3111,2310 SANDSPRING DRIVE SW,Atlanta,GA,30331-
15423,2014,Chevrolet,Impala,2G1125S31E9283646,114190,5/10/2019,BS,29.8,1272.23,13655.25,5/24/2019,265.77,0,2000,3/11/2022,2/25/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,13655.25,22730.06,20730.06,0,0,0,7074.81,12383.02,7044.7,3350,4095 CHAPEL MILL WAY,Decatur,GA,30034-
15424,2013,Nissan,Altima,1N4AL3AP4DC221068,101112,2/16/2019,BS,29.8,1794.69,11869.5,3/5/2019,196.42,0,2000,6/18/2021,6/8/2021,104,104 BI-WEEKLY,BI-WEEKLY,0,11869.5,22427.68,20427.68,0,0,0,8558.18,5089.81,6642.55,3120,2778 VINEYARDS DRIVE,Atlanta,GA,30354
15425,2014,Nissan,Altima,1N4AL3AP9EN339235,122586,2/25/2019,BS,29.8,8101.18,12930.25,3/9/2019,251.25,0,1500,6/29/2019,6/28/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12930.25,21097.5,19597.5,0,0,0,6667.25,779.07,1169.68,3154,616 RAYELLA DR,Stockbridge,GA,30281-
15426,2012,Nissan,Altima,1N4AL2AP6CC151940,110136,2/11/2019,BS,29.8,6870.42,10975,3/1/2019,214.3,0,1300,11/22/2019,11/30/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10975,18015.4,16715.4,0,0,0,5740.4,1654.58,2473.33,3107,5468 KEYHAVEN PLACE,Atlanta,GA,30349-
15427,2012,Chevrolet,Malibu,1G1ZC5E05CF259016,102007,2/23/2019,BS,29.8,6681.06,10794.12,3/9/2019,210.08,0,2000,8/10/2019,8/13/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10794.12,18386.24,16386.24,0,0,0,5592.12,763.06,1475.1,3144,5656 DILLWOOD CRES,Lithonia,GA,30058-
15428,2015,Dodge,Dart,1C3CDFBBXFD306499,101828,3/18/2019,BS,29.8,3019.26,11950.5,3/30/2019,232.21,0,1500,8/15/2020,8/15/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11950.5,19612.38,18112.38,0,0,0,6161.88,4153.24,4206.32,3253,6301 WALDROP PL,Decatur,GA,30034-
15429,2012,Hyundai,Elantra,KMHDH4AE7CU178315,136863,3/23/2019,BS,29.8,6676.97,10389.62,4/6/2019,202.21,0,1400,8/10/2019,8/13/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10389.62,17172.38,15772.38,0,0,0,5382.76,662.65,1182.6,3268,3750 SATELLITE BLVD,Duluth,GA,30096
15430,2012,Hyundai,Elantra,5NPDH4AE4CH126347,114986,3/9/2019,BS,29.8,4640.33,11089.62,3/23/2019,215.83,0,1200,4/3/2021,3/19/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,11089.62,18034.74,16834.74,0,0,0,5745.12,6449.29,4989.7,3226,4055 ANVIL CT,Norcross,GA,30093
